account,date,closed_pnl,size_usd,trade_count,classification,loss_flag,next_day_pnl,profit_bucket
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,11715.94323,2469.9509090909087,55,Extreme Greed,0,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-01,0.0,0.06,1,Extreme Greed,0,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,0.0,1426.8700000000001,34,Greed,0,3515.031065,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-07,3515.031065,2001.101153846154,26,Extreme Greed,0,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,0.0,1131.888695652174,46,Extreme Greed,0,2517.787385,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-10,2517.787385,852.88625,64,Extreme Greed,0,1613.165903,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,1613.165903,1913.523898305085,59,Extreme Greed,0,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-19,0.0,0.11,1,Extreme Greed,0,1245.51851,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,1245.51851,10051.199411764705,34,Greed,0,0.0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,0.0,2845.9646153846156,13,Greed,0,4493.232479,1
